Date,Volume Transigé,Valeur Transigée,Nombre d'Emetteurs,Nombre de Transactions
2019-08-02,0,0.0,3.0,0.0
2019-08-05,0,0.0,3.0,0.0
2019-08-07,0,0.0,3.0,0.0
2019-08-09,0,0.0,3.0,0.0
2019-08-14,0,0.0,3.0,0.0
2019-08-16,404,9172000.0,3.0,8.0
2019-08-19,46,1058000.0,3.0,1.0
2019-08-23,1330,30191000.0,3.0,1.0
2019-08-26,0,0.0,3.0,0.0
2019-08-28,150,3450000.0,3.0,6.0
2019-08-30,1100,24970000.0,3.0,1.0
2019-09-02,0,0.0,3.0,0.0
2019-09-04,0,0.0,3.0,0.0
2019-09-13,55,1265000.0,4.0,4.0
2019-09-16,0,0.0,4.0,0.0
2019-09-18,0,0.0,4.0,0.0
2019-09-20,95,2185000.0,4.0,1.0
2019-09-25,63,1449000.0,4.0,2.0
2019-09-27,0,0.0,4.0,0.0
2019-10-02,0,0.0,4.0,0.0
2019-10-04,43,989043.0,4.0,1.0
2019-10-07,800,18952000.0,4.0,3.0
2019-10-09,30,690000.0,4.0,4.0
2019-10-11,1000,23690000.0,4.0,2.0
2019-10-14,167,3841000.0,4.0,4.0
2019-10-16,328,7216000.0,4.0,3.0
2019-10-18,107,2429900.0,4.0,5.0
2019-10-21,0,0.0,4.0,0.0
2019-10-23,0,0.0,4.0,0.0
2019-10-25,0,0.0,4.0,0.0
2019-10-28,0,0.0,4.0,0.0
2019-10-30,600,13299500.0,4.0,5.0
2019-11-04,0,0.0,4.0,0.0
2019-11-06,284,6532000.0,4.0,5.0
2019-11-08,700,16100700.0,4.0,4.0
2019-11-11,0,0.0,4.0,0.0
2019-11-13,76,1748076.0,4.0,1.0
2019-11-15,0,0.0,4.0,0.0
2019-11-18,0,0.0,4.0,0.0
2019-11-20,0,0.0,4.0,0.0
2019-11-22,0,0.0,4.0,0.0
2019-11-25,0,0.0,4.0,0.0
2019-11-27,0,0.0,4.0,0.0
2019-11-29,0,0.0,4.0,0.0
2019-12-02,0,0.0,4.0,0.0
2019-12-04,0,0.0,4.0,0.0
2019-12-06,0,0.0,4.0,0.0
2019-12-09,28,615888.0,4.0,2.0
2019-12-11,0,0.0,4.0,0.0
2019-12-13,0,0.0,4.0,0.0
2019-12-16,108,2557075.0,4.0,3.0
2019-12-18,58,2726000.0,4.0,2.0
2019-12-20,10,470000.0,4.0,1.0
2019-12-23,0,0.0,4.0,0.0
2019-12-27,0,0.0,4.0,0.0
2019-12-30,0,0.0,4.0,0.0
2020-01-03,200,4640400.0,4.0,1.0
2020-01-06,0,4640400.0,4.0,0.0
2020-01-08,64,1486400.0,4.0,1.0
2020-01-10,0,0.0,4.0,0.0
2020-01-13,0,0.0,4.0,0.0
2020-01-15,0,0.0,4.0,0.0
2020-01-17,204,8399250.0,4.0,5.0
2020-01-20,22,510972.0,4.0,1.0
2020-01-22,0,0.0,4.0,0.0
2020-01-24,486,11287350.0,4.0,2.0
2020-01-27,14,325150.0,4.0,1.0
2020-01-29,0,0.0,4.0,0.0
2020-01-31,0,0.0,4.0,0.0
2020-02-03,0,0.0,4.0,0.0
2020-02-05,0,0.0,4.0,0.0
2020-02-12,10,218990.0,4.0,2.0
2020-02-14,10,0.0,4.0,0.0
2020-02-17,0,0.0,4.0,0.0
2020-02-19,30,1410000.0,4.0,1.0
2020-02-21,0,0.0,4.0,0.0
2020-02-24,0,0.0,4.0,0.0
2020-02-26,0,0.0,4.0,0.0
2020-02-28,0,0.0,4.0,0.0
2020-03-02,5,109495.0,4.0,1.0
2020-03-04,0,0.0,4.0,0.0
2020-03-06,216,5016600.0,4.0,9.0
2020-03-09,0,0.0,4.0,0.0
2020-03-11,10,232250.0,4.0,1.0
2020-03-13,0,0.0,4.0,0.0
2020-03-16,0,0.0,4.0,0.0
2020-03-18,0,0.0,4.0,0.0
2020-03-20,0,0.0,4.0,0.0
2020-03-23,0,0.0,4.0,0.0
2020-03-25,50,2350000.0,4.0,1.0
2020-03-27,291,6758475.0,4.0,4.0
2020-03-30,0,0.0,4.0,0.0
2020-04-01,0,0.0,4.0,0.0
2020-04-03,0,0.0,4.0,0.0
2020-04-06,0,0.0,4.0,0.0
2020-04-08,85,1974465.0,4.0,3.0
2020-04-13,151,4053800.0,4.0,2.0
2020-04-15,0,0.0,4.0,0.0
2020-04-17,0,0.0,4.0,0.0
2020-04-20,0,0.0,4.0,0.0
2020-04-22,0,0.0,4.0,0.0
2020-04-24,0,0.0,4.0,0.0
2020-04-27,0,0.0,4.0,0.0
2020-04-29,0,0.0,4.0,0.0
2020-05-04,0,0.0,4.0,0.0
2020-05-06,0,0.0,4.0,0.0
2020-05-08,0,0.0,4.0,0.0
2020-05-11,0,0.0,4.0,0.0
2020-05-13,90,2090250.0,4.0,2.0
2020-05-15,0,0.0,4.0,0.0
2020-05-18,0,0.0,4.0,0.0
2020-05-22,0,0.0,4.0,0.0
2020-05-27,0,0.0,4.0,0.0
2020-05-29,0,0.0,4.0,0.0
2020-06-01,0,0.0,4.0,0.0
2020-06-03,20,437980.0,4.0,1.0
2020-06-05,0,0.0,4.0,0.0
2020-06-08,0,0.0,4.0,0.0
2020-06-10,0,0.0,4.0,0.0
2020-06-12,0,0.0,4.0,0.0
2020-06-15,0,0.0,4.0,0.0
2020-06-17,0,0.0,4.0,0.0
2020-06-19,0,0.0,4.0,0.0
2020-06-22,0,0.0,4.0,0.0
2020-06-24,0,0.0,4.0,0.0
2020-06-26,0,0.0,4.0,0.0
2020-06-29,0,0.0,4.0,0.0
2020-07-01,60,1393800.0,4.0,1.0
2020-07-03,0,0.0,4.0,0.0
2020-07-06,0,0.0,4.0,0.0
2020-07-08,10,235000.0,4.0,1.0
2020-07-10,0,0.0,4.0,0.0
2020-07-13,0,0.0,4.0,0.0
2020-07-15,0,0.0,4.0,0.0
2020-07-17,0,0.0,4.0,0.0
2020-07-20,0,0.0,4.0,0.0
2020-07-22,0,0.0,4.0,0.0
2020-07-24,100,2189900.0,4.0,1.0
2020-07-27,0,0.0,4.0,0.0
2020-07-29,0,0.0,4.0,0.0
2020-08-03,0,0.0,4.0,0.0
2020-08-05,28,658000.0,4.0,1.0
2020-08-12,0,0.0,4.0,0.0
2020-08-14,3,64299.0,4.0,1.0
2020-08-17,0,0.0,4.0,0.0
2020-08-19,0,0.0,4.0,0.0
2020-08-21,0,0.0,4.0,0.0
2020-08-24,0,0.0,4.0,0.0
2020-08-26,0,0.0,4.0,0.0
2020-08-28,124,2914000.0,4.0,2.0
2020-08-31,0,0.0,4.0,0.0
2020-09-02,0,0.0,4.0,0.0
2020-09-04,0,0.0,4.0,0.0
2020-09-07,10,220000.0,4.0,1.0
2020-09-09,0,0.0,4.0,0.0
2020-09-11,0,0.0,4.0,0.0
2020-09-14,0,0.0,4.0,0.0
2020-09-16,0,0.0,4.0,0.0
2020-09-18,0,0.0,4.0,0.0
2020-09-21,120,2640000.0,4.0,1.0
2020-09-23,0,0.0,4.0,0.0
2020-09-25,25,583000.0,4.0,1.0
2020-09-28,0,0.0,4.0,0.0
2020-09-30,0,0.0,4.0,0.0
2020-10-02,0,0.0,4.0,0.0
2020-10-05,0,0.0,4.0,0.0
2020-10-07,153,3567960.0,4.0,2.0
2020-10-09,50,1166000.0,4.0,1.0
2020-10-12,0,0.0,4.0,0.0
2020-10-14,0,0.0,4.0,0.0
2020-10-16,351,8185320.0,4.0,1.0
2020-10-19,0,0.0,4.0,0.0
2020-10-21,1023,23856360.0,4.0,3.0
2020-10-23,0,0.0,4.0,0.0
2020-10-26,60,1399200.0,4.0,4.0
2020-10-28,0,0.0,4.0,0.0
2020-10-30,580,13525600.0,4.0,3.0
2020-11-02,1000,23319000.0,4.0,3.0
2020-11-04,0,0.0,4.0,0.0
2020-11-06,0,0.0,4.0,0.0
2020-11-09,301,7019320.0,4.0,2.0
2020-11-11,0,0.0,4.0,0.0
2020-11-13,0,0.0,4.0,0.0
2020-11-16,0,0.0,4.0,0.0
2020-11-18,0,0.0,4.0,0.0
2020-11-20,0,0.0,4.0,0.0
2020-11-23,407,9361000.0,4.0,2.0
2020-11-25,0,0.0,4.0,0.0
2020-11-27,493,11339000.0,4.0,1.0
2020-11-30,0,0.0,4.0,0.0
2020-12-02,10,230000.0,4.0,1.0
2020-12-04,0,0.0,4.0,0.0
2020-12-07,0,0.0,4.0,0.0
2020-12-09,0,0.0,4.0,0.0
2020-12-11,62,1426000.0,4.0,3.0
2020-12-14,0,0.0,4.0,0.0
2020-12-16,0,0.0,4.0,0.0
2020-12-18,271,6233000.0,4.0,1.0
2020-12-21,0,0.0,4.0,0.0
2020-12-23,20,460000.0,4.0,1.0
2020-12-28,0,0.0,4.0,0.0
2020-12-30,0,0.0,4.0,0.0
2021-01-04,0,0.0,4.0,0.0
2021-01-06,155,3565000.0,4.0,3.0
2021-01-11,0,0.0,4.0,0.0
2021-01-13,0,0.0,4.0,0.0
2021-01-15,195,4485000.0,4.0,3.0
2021-01-18,0,0.0,4.0,0.0
2021-01-20,0,0.0,4.0,0.0
2021-01-22,180,3857400.0,4.0,2.0
2021-01-25,0,0.0,4.0,0.0
2021-01-27,0,0.0,4.0,0.0
2021-01-29,0,0.0,4.0,0.0
2021-02-01,50,1150000.0,4.0,1.0
2021-02-03,0,0.0,4.0,0.0
2021-02-08,100,2015000.0,4.0,1.0
2021-02-10,10,230050.0,4.0,1.0
2021-02-12,0,0.0,4.0,0.0
2021-02-15,0,0.0,4.0,0.0
2021-02-17,0,0.0,4.0,0.0
2021-02-19,0,0.0,4.0,0.0
2021-02-22,305,7003750.0,4.0,2.0
2021-02-24,0,0.0,4.0,0.0
2021-02-26,0,0.0,4.0,0.0
2021-03-01,3333,5.0,4.0,76692330.0
2021-03-03,0,0.0,4.0,0.0
2021-03-05,0,0.0,4.0,0.0
2021-03-08,0,0.0,4.0,0.0
2021-03-10,0,0.0,4.0,0.0
2021-03-12,0,0.0,4.0,0.0
2021-03-15,0,0.0,4.0,0.0
2021-03-17,1500,34515000.0,4.0,3.0
2021-03-19,0,0.0,4.0,0.0
2021-03-22,0,0.0,4.0,0.0
2021-03-24,26,598260.0,4.0,1.0
2021-03-26,0,0.0,4.0,0.0
2021-03-29,0,0.0,4.0,0.0
2021-03-31,52,1190800.0,4.0,3.0
2021-04-05,30,690450.0,4.0,1.0
2021-04-07,45,900000.0,4.0,1.0
2021-04-09,0,0.0,4.0,0.0
2021-04-12,55,1100000.0,4.0,1.0
2021-04-14,15,300000.0,4.0,1.0
2021-04-16,0,0.0,4.0,0.0
2021-04-19,300,6904500.0,4.0,1.0
2021-04-21,0,0.0,4.0,0.0
2021-04-23,25,575250.0,4.0,1.0
2021-04-26,0,0.0,4.0,0.0
2021-04-28,13,260000.0,4.0,1.0
2021-04-30,25,500000.0,4.0,2.0
2021-05-03,20,400000.0,4.0,1.0
2021-05-05,80,1600000.0,4.0,1.0
2021-05-07,1350,27000000.0,4.0,3.0
2021-05-10,0,0.0,4.0,0.0
2021-05-12,410,8470000.0,4.0,3.0
2021-05-17,0,0.0,4.0,0.0
2021-05-19,100,2000000.0,4.0,2.0
2021-05-21,0,0.0,4.0,0.0
2021-05-24,0,0.0,4.0,0.0
2021-05-26,0,0.0,4.0,0.0
2021-05-28,10,200000.0,4.0,1.0
2021-05-31,0,0.0,4.0,0.0
2021-06-02,0,0.0,4.0,0.0
2021-06-04,0,0.0,4.0,0.0
2021-06-07,0,0.0,4.0,0.0
2021-06-09,0,0.0,4.0,0.0
2021-06-11,0,0.0,4.0,0.0
2021-06-14,0,0.0,4.0,0.0
2021-06-16,0,0.0,4.0,0.0
2021-06-18,0,0.0,4.0,0.0
2021-06-21,0,0.0,4.0,0.0
2021-06-23,71,1987000.0,4.0,2.0
2021-06-25,0,0.0,4.0,0.0
2021-06-28,0,0.0,4.0,0.0
2021-06-30,0,0.0,4.0,0.0
2021-07-02,0,0.0,4.0,0.0
2021-07-05,0,0.0,4.0,0.0
2021-07-07,0,0.0,4.0,0.0
2021-07-09,0,0.0,4.0,0.0
2021-07-12,0,0.0,4.0,0.0
2021-07-14,35,1645000.0,4.0,1.0
2021-07-16,20,840000.0,4.0,1.0
2021-07-21,0,0.0,5.0,0.0
2021-07-23,0,0.0,5.0,0.0
2021-07-26,100,1999900.0,5.0,1.0
2021-07-28,0,0.0,5.0,0.0
2021-07-30,10,420000.0,5.0,1.0
2021-08-02,0,0.0,5.0,0.0
2021-08-04,0,0.0,5.0,0.0
2021-08-06,60,2820000.0,5.0,1.0
2021-08-09,0,0.0,5.0,0.0
2021-08-11,0,0.0,5.0,0.0
2021-08-13,25,1050000.0,5.0,1.0
2021-08-18,0,0.0,5.0,0.0
2021-08-20,25,1050000.0,5.0,1.0
2021-08-23,0,0.0,5.0,0.0
2021-08-25,8,240995.0,5.0,3.0
2021-08-27,0,0.0,5.0,0.0
2021-08-30,0,0.0,5.0,0.0
2021-09-01,248,4959752.0,5.0,2.0
2021-09-03,60,1463400.0,5.0,1.0
2021-09-06,90,3780000.0,5.0,1.0
2021-09-08,135,3376350.0,5.0,1.0
2021-09-10,100,1999900.0,5.0,2.0
2021-09-13,0,0.0,5.0,0.0
2021-09-15,0,0.0,5.0,0.0
2021-09-17,0,0.0,5.0,0.0
2021-09-20,0,0.0,5.0,0.0
2021-09-22,10,420000.0,5.0,1.0
2021-09-24,10,420000.0,5.0,1.0
2021-09-27,425,10629250.0,5.0,3.0
2021-09-29,0,0.0,5.0,0.0
2021-10-01,0,0.0,5.0,0.0
2021-10-04,0,0.0,5.0,0.0
2021-10-06,28,792590.0,5.0,2.0
2021-10-08,50,2100000.0,5.0,1.0
2021-10-11,0,0.0,5.0,0.0
2021-10-13,0,0.0,5.0,0.0
2021-10-15,25,1175000.0,5.0,1.0
2021-10-18,30,1410000.0,5.0,1.0
2021-10-20,50,950000.0,5.0,1.0
2021-10-22,0,0.0,5.0,0.0
2021-10-25,0,0.0,5.0,0.0
2021-10-27,69,1488500.0,5.0,2.0
2021-10-29,29,1342500.0,5.0,5.0
2021-11-01,0,0.0,5.0,0.0
2021-11-03,262,6954400.0,5.0,3.0
2021-11-05,0,0.0,5.0,0.0
2021-11-08,0,0.0,5.0,0.0
2021-11-10,221,4088500.0,5.0,1.0
2021-11-12,3,141000.0,5.0,1.0
2021-11-15,0,0.0,5.0,0.0
2021-11-17,237,4809501.0,5.0,2.0
2021-11-19,0,0.0,5.0,0.0
2021-11-22,0,0.0,5.0,0.0
2021-11-24,0,0.0,5.0,0.0
2021-11-26,0,0.0,5.0,0.0
2021-11-29,5,210000.0,5.0,1.0
2021-12-01,5,216300.0,5.0,1.0
2021-12-03,5,216300.0,5.0,1.0
2021-12-06,24,1008000.0,5.0,1.0
2021-12-10,43,795500.0,5.0,1.0
2021-12-13,0,0.0,5.0,0.0
2021-12-15,0,0.0,5.0,0.0
2021-12-17,0,0.0,5.0,0.0
2021-12-20,0,0.0,5.0,0.0
2021-12-22,3,129780.0,5.0,1.0
2021-12-24,0,0.0,5.0,0.0
2021-12-27,0,0.0,5.0,0.0
